Structure;Code;Label;fleche;pluri;eotp;cc;cp;groupe1;groupe2
R32CHIM;W16RBLAN;XXXXXXXXXXXXXXXXX;oui;oui;W16RBLANX;R32CHIM;R32CHIM;Recherche;CHIM
P7R32CHSC;O17CHSC1;XXXXXXXXXXXXXXXXX;Non;Non;O17CHSC1;P7R32CHSC1;P7R32CHSC;Recherche;CHSC
P7R32CHSC;O17CHCS2;XXXXXXXXXXXXXXXXX;Non;Non;O17CHCS2;P7R32CHSC1;P7R32CHSC;Recherche;CHSC
R32CHSCE02;W16R3648;XXXXXXXXXXXXXXXXX;oui;oui;W16R3648X;R32CHSCE02;R32CHSCE02;Recherche;CHSC
R42CI2N;O13RFU40;XXXXXXXXXXXXXXXXX;Non;Non;O13RFU40X;R42CI2N;R42CI2N;Recherche;CI2N
R42CI2N;O16RF111;XXXXXXXXXXXXXXXXX;Non;Non;O16RF111X;R42CI2N;R42CI2N;Recherche;CI2N
R16CLIT;U15RMARQ;XXXXXXXXXXXXXXXXX;Non;Non;U15RMARQX;R16CLIT;R16CLIT;Recherche;CLIT
R32CMCX;AA5R317A;XXXXXXXXXXXXXXXXX;Non;oui;AA5R317AX;R32CMCX;R32CMCX;Recherche;CMCX
R32CMCX;AA5R317B;XXXXXXXXXXXXXXXXX;Non;oui;AA5R317BX;R32CMCX;R32CMCX;Recherche;CMCX
R32CMCX;AA6R317A;XXXXXXXXXXXXXXXXX;Non;oui;AA6R317AX;R32CMCX;R32CMCX;Recherche;CMCX
R32CMCX;EA6R317A;XXXXXXXXXXXXXXXXX;Non;oui;EA6R317AX;R32CMCX;R32CMCX;Recherche;CMCX
R32CMCXE03;O13R3171;XXXXXXXXXXXXXXXXX;Non;Non;O13R3171X;R32CMCXE03;R32CMCXE03;Recherche;CMCX
R32CMCX;O13R317F;XXXXXXXXXXXXXXXXX;Non;Non;O13R317FX;R32CMCX;R32CMCX;Recherche;CMCX
R32CMCX;W15RHOSS;XXXXXXXXXXXXXXXXX;oui;oui;W15RHOSSX;R32CMCX;R32CMCX;Recherche;CMCX
R42DIHP;EA6R441A;XXXXXXXXXXXXXXXXX;Non;oui;EA6R441AX;R42DIHP;R42DIHP;Recherche;DIHP
R42DIHP;SA4R441A;XXXXXXXXXXXXXXXXX;Non;oui;SA4R441AX;R42DIHP;R42DIHP;Recherche;DIHP
R42DIHP;SA4R441B;XXXXXXXXXXXXXXXXX;Non;oui;SA4R441BX;R42DIHP;R42DIHP;Recherche;DIHP
R42DIHP;SA6R441A;XXXXXXXXXXXXXXXXX;Non;oui;SA6R441AX;R42DIHP;R42DIHP;Recherche;DIHP
R42PRCH01;AA4R604A;XXXXXXXXXXXXXXXXX;Non;oui;AA4R604AX;R42PRCH01;R42PRCH01;Recherche;DIRE
R50PRCH;EA4RNCIA;XXXXXXXXXXXXXXXXX;Non;oui;EA4RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE
R50PRCH;EA5RNCIA;XXXXXXXXXXXXXXXXX;Non;oui;EA5RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE
R42PRCH01;EA6R603A;XXXXXXXXXXXXXXXXX;Non;oui;EA6R603AX;R42PRCH01;R42PRCH01;Recherche;DIRE
R50PRCH;EA6RNCIA;XXXXXXXXXXXXXXXXX;Non;oui;EA6RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE
R50PRCH;O11RUNES;XXXXXXXXXXXXXXXXX;Non;Non;O11RUNESX;R50PRCH;R50PRCH;Recherche;DIRE
R50COMRCH;O12REACS;XXXXXXXXXXXXXXXXX;Non;Non;O12REACSX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12READG;XXXXXXXXXXXXXXXXX;Non;Non;O12READGX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REAST;XXXXXXXXXXXXXXXXX;Non;Non;O12REASTX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REDOC;XXXXXXXXXXXXXXXXX;Non;Non;O12REDOCX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REFDO;XXXXXXXXXXXXXXXXX;Non;Non;O12REFDOX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REINF;XXXXXXXXXXXXXXXXX;Non;Non;O12REINFX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REJCP;XXXXXXXXXXXXXXXXX;Non;Non;O12REJCPX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REMSC;XXXXXXXXXXXXXXXXX;Non;Non;O12REMSCX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REPUB;XXXXXXXXXXXXXXXXX;Non;Non;O12REPUBX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O12REURE;XXXXXXXXXXXXXXXXX;Non;Non;O12REUREX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50COMRCH;O14RDIRE;XXXXXXXXXXXXXXXXX;Non;Non;O14RDIREX;R50COMRCH;R50COMRCH;Recherche;DIRE
R50PRCH;O14RKLEI;XXXXXXXXXXXXXXXXX;Non;Non;O14RKLEIX;R50PRCH;R50PRCH;Recherche;DIRE
R50PRCH;O14RRECH;XXXXXXXXXXXXXXXXX;Non;Non;O14RRECHX;R50PRCH;R50PRCH;Recherche;DIRE
R50PRCH;P11RNCIA;XXXXXXXXXXXXXXXXX;Non;oui;P11RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE
R50PRCH;P13RNCIA;XXXXXXXXXXXXXXXXX;Non;oui;P13RNCIAX;R50PRCH;R50PRCH;Recherche;DIRE
R50CALS;R15RALCA;XXXXXXXXXXXXXXXXX;oui;oui;R15RALCAX;R50CALS;R50CALS;Recherche;DIRE
R50PRCH;R15RIGMS;XXXXXXXXXXXXXXXXX;oui;oui;R15RIGMSX;R50PRCH;R50PRCH;Recherche;DIRE
R50PRCH;U14RFRAI;XXXXXXXXXXXXXXXXX;Non;Non;U14RFRAIX;R50PRCH;R50PRCH;Recherche;DIRE
RIDEXATTR ;W12RATTR;XXXXXXXXXXXXXXXXX;oui;oui;W12RATTRX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXIEAS ;W12RIEAS;XXXXXXXXXXXXXXXXX;oui;oui;W12RIEASX;RIDEXIEAS ;RIDEXIEAS ;Recherche;DIRE
RIDEXIPDP ;W12RIPDP;XXXXXXXXXXXXXXXXX;oui;oui;W12RIPDPX;RIDEXIPDP ;RIDEXIPDP ;Recherche;DIRE
R50PRCH;W15RIRTG;XXXXXXXXXXXXXXXXX;oui;oui;W15RIRTGX;R50PRCH;R50PRCH;Recherche;DIRE
RIDEXATTR ;W15RPD01;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD01X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W15RPD02;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD02X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W15RPD03;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD03X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W15RPD04;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD04X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W15RPD05;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD05X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W15RPD06;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD06X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W15RPD07;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD07X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W15RPD08;XXXXXXXXXXXXXXXXX;oui;oui;W15RPD08X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RCHAT;XXXXXXXXXXXXXXXXX;oui;oui;W16RCHATX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD10;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD10X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD11;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD11X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD12;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD12X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD13;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD13X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD14;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD14X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD15;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD15X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD16;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD16X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD17;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD17X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD18;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD18X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD19;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD19X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD20;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD20X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD21;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD21X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD22;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD22X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD23;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD23X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W16RPD24;XXXXXXXXXXXXXXXXX;oui;oui;W16RPD24X;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W17RCOTE;XXXXXXXXXXXXXXXXX;oui;oui;W17RCOTEX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W17RDREN;XXXXXXXXXXXXXXXXX;oui;oui;W17RDRENX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W17RDYDI;XXXXXXXXXXXXXXXXX;oui;oui;W17RDYDIX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W17RGAUD;XXXXXXXXXXXXXXXXX;oui;oui;W17RGAUDX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXIPDP ;W17RIPDP;XXXXXXXXXXXXXXXXX;oui;oui;W17RIPDPX;RIDEXIPDP ;RIDEXIPDP ;Recherche;DIRE
RIDEXATTR ;W17RMOLI;XXXXXXXXXXXXXXXXX;oui;oui;W17RMOLIX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
RIDEXATTR ;W17RWHIT;XXXXXXXXXXXXXXXXX;oui;oui;W17RWHITX;RIDEXATTR ;RIDEXATTR ;Recherche;DIRE
R50CALS;X11RMCT2;XXXXXXXXXXXXXXXXX;oui;oui;X11RMCT2X;R50CALS;R50CALS;Recherche;DIRE
R11DRESE01;C14RD101;XXXXXXXXXXXXXXXXX;Non;Non;C14RD101X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;C14RD102;XXXXXXXXXXXXXXXXX;Non;Non;C14RD102X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;C14RD103;XXXXXXXXXXXXXXXXX;Non;Non;C14RD103X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;C14RD104;XXXXXXXXXXXXXXXXX;Non;Non;C14RD104X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE02;C14RD201;XXXXXXXXXXXXXXXXX;Non;Non;C14RD201X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE02;C14RD202;XXXXXXXXXXXXXXXXX;Non;Non;C14RD202X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE02;C14RD203;XXXXXXXXXXXXXXXXX;Non;Non;C14RD203X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE03;C14RD301;XXXXXXXXXXXXXXXXX;Non;Non;C14RD301X;R11DRESE03;R11DRESE03;Recherche;DRES
R11DRESE03;C14RD302;XXXXXXXXXXXXXXXXX;Non;Non;C14RD302X;R11DRESE03;R11DRESE03;Recherche;DRES
R11DRESE03;C14RD303;XXXXXXXXXXXXXXXXX;Non;Non;C14RD303X;R11DRESE03;R11DRESE03;Recherche;DRES
R11DRESE04;C14RD401;XXXXXXXXXXXXXXXXX;Non;Non;C14RD401X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C14RD402;XXXXXXXXXXXXXXXXX;Non;Non;C14RD402X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C14RD403;XXXXXXXXXXXXXXXXX;Non;Non;C14RD403X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C14RD404;XXXXXXXXXXXXXXXXX;Non;Non;C14RD404X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C14RD405;XXXXXXXXXXXXXXXXX;Non;Non;C14RD405X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C14RD406;XXXXXXXXXXXXXXXXX;Non;Non;C14RD406X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C14RD407;XXXXXXXXXXXXXXXXX;Non;Non;C14RD407X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE05;C14RD501;XXXXXXXXXXXXXXXXX;Non;Non;C14RD501X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;C14RD502;XXXXXXXXXXXXXXXXX;Non;Non;C14RD502X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;C14RD503;XXXXXXXXXXXXXXXXX;Non;Non;C14RD503X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;C14RD504;XXXXXXXXXXXXXXXXX;Non;Non;C14RD504X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;C14RD505;XXXXXXXXXXXXXXXXX;Non;Non;C14RD505X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;C14RD506;XXXXXXXXXXXXXXXXX;Non;Non;C14RD506X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE01;C15RD101;XXXXXXXXXXXXXXXXX;Non;Non;C15RD101X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;C15RD102;XXXXXXXXXXXXXXXXX;Non;Non;C15RD102X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE02;C15RD201;XXXXXXXXXXXXXXXXX;Non;Non;C15RD201X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE04;C15RD401;XXXXXXXXXXXXXXXXX;Non;Non;C15RD401X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C15RD402;XXXXXXXXXXXXXXXXX;Non;Non;C15RD402X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;C15RD403;XXXXXXXXXXXXXXXXX;Non;Non;C15RD403X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE05;C15RD501;XXXXXXXXXXXXXXXXX;Non;Non;C15RD501X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;C15RD502;XXXXXXXXXXXXXXXXX;Non;Non;C15RD502X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRES;EA6R140A;XXXXXXXXXXXXXXXXX;Non;oui;EA6R140AX;R11DRES;R11DRES;Recherche;DRES
R11DRESE01;O13RDR11;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR11X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;O13RDR12;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR12X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;O13RDR13;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR13X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE02;O13RDR21;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR21X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE02;O13RDR22;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR22X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE03;O13RDR31;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR31X;R11DRESE03;R11DRESE03;Recherche;DRES
R11DRESE03;O13RDR32;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR32X;R11DRESE03;R11DRESE03;Recherche;DRES
R11DRESE03;O13RDR33;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR33X;R11DRESE03;R11DRESE03;Recherche;DRES
R11DRESE04;O13RDR41;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR41X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;O13RDR42;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR42X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE05;O13RDR51;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR51X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;O13RDR52;XXXXXXXXXXXXXXXXX;Non;Non;O13RDR52X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE01;O14RD1S1;XXXXXXXXXXXXXXXXX;Non;Non;O14RD1S1X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;O14RD1S2;XXXXXXXXXXXXXXXXX;Non;Non;O14RD1S2X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE02;O14RD2S1;XXXXXXXXXXXXXXXXX;Non;Non;O14RD2S1X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE02;O14RD2S2;XXXXXXXXXXXXXXXXX;Non;Non;O14RD2S2X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE03;O14RD3S1;XXXXXXXXXXXXXXXXX;Non;Non;O14RD3S1X;R11DRESE03;R11DRESE03;Recherche;DRES
R11DRESE04;O14RD4S1;XXXXXXXXXXXXXXXXX;Non;Non;O14RD4S1X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;O14RD4S2;XXXXXXXXXXXXXXXXX;Non;Non;O14RD4S2X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE05;O14RD5S1;XXXXXXXXXXXXXXXXX;Non;Non;O14RD5S1X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRESE05;O14RD5S2;XXXXXXXXXXXXXXXXX;Non;Non;O14RD5S2X;R11DRESE05;R11DRESE05;Recherche;DRES
R11DRES;O14RDGIS;XXXXXXXXXXXXXXXXX;Non;Non;O14RDGISX;R11DRES;R11DRES;Recherche;DRES
R11DRESE01;O15RD1S1;XXXXXXXXXXXXXXXXX;Non;Non;O15RD1S1X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;O15RD1S2;XXXXXXXXXXXXXXXXX;Non;Non;O15RD1S2X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;O15RD1S3;XXXXXXXXXXXXXXXXX;Non;Non;O15RD1S3X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE01;O15RD1S4;XXXXXXXXXXXXXXXXX;Non;Non;O15RD1S4X;R11DRESE01;R11DRESE01;Recherche;DRES
R11DRESE02;O15RD2S1;XXXXXXXXXXXXXXXXX;Non;Non;O15RD2S1X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE02;O15RD2S2;XXXXXXXXXXXXXXXXX;Non;Non;O15RD2S2X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE02;O15RD2S3;XXXXXXXXXXXXXXXXX;Non;Non;O15RD2S3X;R11DRESE02;R11DRESE02;Recherche;DRES
R11DRESE04;O15RD4S1;XXXXXXXXXXXXXXXXX;Non;Non;O15RD4S1X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;O15RD4S2;XXXXXXXXXXXXXXXXX;Non;Non;O15RD4S2X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;O15RD4S3;XXXXXXXXXXXXXXXXX;Non;Non;O15RD4S3X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRESE04;O15RD4S4;XXXXXXXXXXXXXXXXX;Non;Non;O15RD4S4X;R11DRESE04;R11DRESE04;Recherche;DRES
R11DRES;O16RDGGD;XXXXXXXXXXXXXXXXX;Non;Non;O16RDGGDX;R11DRES;R11DRES;Recherche;DRES
R11DRES;SA5R140B;XXXXXXXXXXXXXXXXX;Non;oui;SA5R140BX;R11DRES;R11DRES;Recherche;DRES
R11DRES;SA6R140A;XXXXXXXXXXXXXXXXX;Non;oui;SA6R140AX;R11DRES;R11DRES;Recherche;DRES
R11DRES;SA6R140B;XXXXXXXXXXXXXXXXX;Non;oui;SA6R140BX;R11DRES;R11DRES;Recherche;DRES
R11DRES;SA6R140C;XXXXXXXXXXXXXXXXX;Non;oui;SA6R140CX;R11DRES;R11DRES;Recherche;DRES
R11DRES;W17RLELI;XXXXXXXXXXXXXXXXX;oui;oui;W17RLELIX;R11DRES;R11DRES;Recherche;DRES
R12DYNAE01;C14RE100;XXXXXXXXXXXXXXXXX;Non;Non;C14RE100X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;C14RE101;XXXXXXXXXXXXXXXXX;Non;Non;C14RE101X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;C14RE102;XXXXXXXXXXXXXXXXX;Non;Non;C14RE102X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNA;O14RCEMF;XXXXXXXXXXXXXXXXX;Non;Non;O14RCEMFX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNAE01;O14RE101;XXXXXXXXXXXXXXXXX;Non;Non;O14RE101X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S1;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S1X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S2;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S2X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S3;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S3X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S4;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S4X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S5;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S5X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S6;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S6X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S7;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S7X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S8;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S8X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE01;O14RE1S9;XXXXXXXXXXXXXXXXX;Non;Non;O14RE1S9X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNAE02;O14RSFGM;XXXXXXXXXXXXXXXXX;Non;Non;O14RSFGMX;R12DYNAE02;R12DYNAE02;Recherche;DYNA
R12DYNA;O16REDGG;XXXXXXXXXXXXXXXXX;Non;Non;O16REDGGX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNAE01;O16RPEA1;XXXXXXXXXXXXXXXXX;Non;Non;O16RPEA1X;R12DYNAE01;R12DYNAE01;Recherche;DYNA
R12DYNA;PA4R240A;XXXXXXXXXXXXXXXXX;Non;oui;PA4R240AX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNA;SA4R240A;XXXXXXXXXXXXXXXXX;Non;oui;SA4R240AX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNA;SA4R240B;XXXXXXXXXXXXXXXXX;Non;oui;SA4R240BX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNA;SA4R240C;XXXXXXXXXXXXXXXXX;Non;oui;SA4R240CX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNA;SA6R240A;XXXXXXXXXXXXXXXXX;Non;oui;SA6R240AX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNA;U10RDROL;XXXXXXXXXXXXXXXXX;Non;Non;U10RDROLX;R12DYNA;R12DYNA;Recherche;DYNA
R12DYNA;W15RBRET;XXXXXXXXXXXXXXXXX;oui;oui;W15RBRETX;R12DYNA;R12DYNA;Recherche;DYNA
R40ED414;O12ROPEN;XXXXXXXXXXXXXXXXX;Non;Non;O12ROPENX;R40ED414;R40ED414;Recherche;ED
R50CED;O14RIALE;XXXXXXXXXXXXXXXXX;Non;Non;O14RIALEX;R50CED;R50CED;Recherche;ED
R40ED414;O14RMULL;XXXXXXXXXXXXXXXXX;Non;Non;O14RMULLX;R40ED414;R40ED414;Recherche;ED
R40ED414;O16RFEXA;XXXXXXXXXXXXXXXXX;Non;Non;O16RFEXAX;R40ED414;R40ED414;Recherche;ED
R40ED414;W17ROPEN;XXXXXXXXXXXXXXXXX;oui;oui;W17ROPENX;R40ED414;R40ED414;Recherche;ED
R31EOST;EA6R309A;XXXXXXXXXXXXXXXXX;Non;oui;EA6R309AX;R31EOST;R31EOST;Recherche;EOST
R11EUMU;C14R1201;XXXXXXXXXXXXXXXXX;Non;Non;C14R1201X;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;C14R1202;XXXXXXXXXXXXXXXXX;Non;Non;C14R1202X;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;C14R1203;XXXXXXXXXXXXXXXXX;Non;Non;C14R1203X;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;C14R1204;XXXXXXXXXXXXXXXXX;Non;Non;C14R1204X;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;C14R1205;XXXXXXXXXXXXXXXXX;Non;Non;C14R1205X;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;O12R112A;XXXXXXXXXXXXXXXXX;Non;Non;O12R112AX;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;O12R112B;XXXXXXXXXXXXXXXXX;Non;Non;O12R112BX;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;O12R112C;XXXXXXXXXXXXXXXXX;Non;Non;O12R112CX;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;O12RFDED;XXXXXXXXXXXXXXXXX;Non;Non;O12RFDEDX;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;O14R12S1;XXXXXXXXXXXXXXXXX;Non;Non;O14R12S1X;R11EUMU;R11EUMU;Recherche;EUMU
R11EUMU;O14R12S2;XXXXXXXXXXXXXXXXX;Non;Non;O14R12S2X;R11EUMU;R11EUMU;Recherche;EUMU
R41GMGM;A12R305B;XXXXXXXXXXXXXXXXX;Non;oui;A12R305BX;R41GMGM;R41GMGM;Recherche;GMGM
