Groupe1;Groupe2;Perimetre;CFParent;CF;Label;Societe
Recherche;LNPC;1010;LNPC;P7R42LNPC; PAIE RP LNPC  7296;1010
Recherche;MSOP;1010;MSOP;P7R42MSOP;DEP PAIE RP MSO 7072;1010
Recherche;PCBI;1010;PCBI;P7R42PCBI; PAIE RP PCBI;1010
Recherche;PTMA;1010;PTMA;P7R42PTMA;PAIE RP PTMA 3430;1010
Recherche;SVTT;1010;SVTT;P7R42SVTT;PAIE RP SVTT 7293;1010
Recherche;TOXI;1010;TOXI;P7R42TOXI;DEP PAIE RP TOXICO;1010
Recherche;VIBP;1010;VIBP;P7R42VIBP; PAIE RP VIBP 7290;1010
Recherche;VSDS;1010;VSDS;P7R42VSDS; PAIE RP VSDS 1113;1010
Recherche;SPSS;1010;SPSS;P7R44SPSS;PAIE RP SSS 1342;1010
Recherche;DIRE;1010;DIRE;P7R50CRYO; PAIE RP CRYO;1010
Composantes;PAG;1010;CPE;PAG;IPAG;1010
Composantes;PAG;1010;PAG;PAG1;PAG-LOG IMMO ET SECU;1010
Composantes;PAG;1010;PAG;PAG2;PAG-PIL ET LOG COMP;1010
Composantes;PAG;1010;PAG;PAG3;PAG-FORM DN;1010
Composantes;PAG;1010;PAG;PAG5;PAG-FORM NON DIPLOM;1010
Paie Niv Central;PAIE;1010;1010;PAIE;PAIE ;1010
Paie Niv Central;PAIE;1010;PAIE;PAIE1;DEP PAIE ETAT;1010
Paie Niv Central;PAIE;1010;PAIE;PAIE2;DEP PAIE CENTR;1010
Paie Niv Central;PAIE;1010;PAIE;PAIE3;DEP PAIE MC;1010
Paie Niv Central;PAIE;1010;PAIE;PAIE5;DEP PAIE DOCT;1010
Paie Niv Central;PAIE;1010;PAIE;PAIE6;DEP PAIE HC;1010
Services Centraux;SVU;1010;SVU;PAIE7ACT;PAIE RP  SVU ACT;1010
Composantes;APS;1010;APS;PAIE7APS;PAIE RP APS;1010
Composantes;ART;1010;ART;PAIE7ART;PAIE RP  ARTS;1010
Composantes;ART;1010;ART;PAIE7CFM;PAIE RP  CFMI;1010
Composantes;CHM;1010;CHM;PAIE7CHM;PAIE RP  CHM;1010
Composantes;CHM;1010;CHM;PAIE7CHMAG;PAIE RP MAG CHIMIE;1010
Services Centraux;TRA;1010;TRA;PAIE7CMS;PAIE RP  CMS;1010
Services Centraux;COM;1010;COM;PAIE7COM;PAIE RP  COM;1010
Composantes;CPI;1010;CPI;PAIE7CPI;PAIE RP  CPI;1010
Composantes;CUJ;1010;CUJ;PAIE7CUJ;PAIE RP  CUJ;1010
Services Centraux;DAL;1010;DAL;PAIE7DAL;PAIE RP  DAL;1010
Services Centraux;DES;1010;DES;PAIE7DES;PAIE RP  DES;1010
Services Centraux;DIN;1010;DIN;PAIE7DIN;PAIE RP  DIN;1010
Services Centraux;DPC;1010;DPC;PAIE7DPC;PAIE RP  DPC;1010
Services Centraux;DPI;1010;DPI;PAIE7DPI;PAIE RP  DPI;1010
Services Centraux;DRH;1010;DRH;PAIE7DRH;PAIE  RP DRH;1010
Services Centraux;DRI;1010;DRI;PAIE7DRI;PAIE RP  DRI;1010
Composantes;DRT;1010;DRT;PAIE7DRT;PAIE RP  DRT;1010
Services Centraux;DUN;1010;DUN;PAIE7DUN;PAIE RP  DUN;1010
Services Communs;EAV;1010;EAV;PAIE7EAV;PAIE RP EAV;1010
Composantes;ECP;1010;ECP;PAIE7ECP;PAIE RP  P;1010
Composantes;EDU;1010;EDU;PAIE7EDU;PAIE RP  EDU;1010
Composantes;EMS;1010;EMS;PAIE7EMS;PAIE RP  EMS;1010
Composantes;EOT;1010;EOT;PAIE7EOT;PAIE RP  EOT;1010
Composantes;EPE;1010;EPE;PAIE7EPE;PAIE RP  ESPE;1010
Composantes;ESB;1010;ESB;PAIE7ESB;PAIE RP  ESB;1010
Composantes;ESP;1010;ESP;PAIE7ESP;PAIE RP  ESP;1010
Composantes;GEO;1010;GEO;PAIE7GEO;PAIE RP  GEO;1010
Composantes;HIS;1010;HIS;PAIE7HIS;PAIE RP  HIS;1010
Composantes;IEF;1010;IEF;PAIE7IEF;PAIE RP  IEF;1010
Composantes;IEP;1010;IEP;PAIE7IEP;PAIE RP  IEP;1010
Composantes;IHA;1010;IHA;PAIE7IHA;PAIE RP  IHA;1010
Composantes;ILL;1010;ILL;PAIE7ILL;PAIE RP  ILL;1010
Composantes;ISC;1010;ISC;PAIE7ISC;PAIE RP  ISC;1010
Composantes;ITR;1010;ITR;PAIE7ITR;PAIE RP  ITR;1010
Services Centraux;TRA;1010;TRA;PAIE7JDS;PAIE RP  JDS;1010
Composantes;LET;1010;LET;PAIE7LET;PAIE RP  LET;1010
Composantes;MAI;1010;MAI;PAIE7MAI;PAIE RP  MAI;1010
Composantes;MED;1010;MED;PAIE7MED;PAIE RP  MED;1010
Services Centraux;DRI;1010;DRI;PAIE7MUI;PAIE RP  MUI;1010
Services Centraux;TRA;1010;TRA;PAIE7NET;PAIE RP  NET;1010
Composantes;ODO;1010;ODO;PAIE7ODO;PAIE RP  ODO;1010
Composantes;PAG;1010;PAG;PAIE7PAG;PAIE RP  PAG;1010
Composantes;PHA;1010;PHA;PAIE7PHA;PAIE RP  PHA;1010
Composantes;PHI;1010;PHI;PAIE7PHI;PAIE RP  PHI;1010
Composantes;PLI;1010;PLI;PAIE7PLI;PAIE RP  PLI;1010
Services Centraux;PRE;1010;PRE;PAIE7PRE;PAIE  RP PRES;1010
Services Centraux;PSE;1010;PSE;PAIE7PSE;PAIE RP  PSE;1010
Composantes;PSY;1010;PSY;PAIE7PSY;PAIE RP  PSY;1010
Services Communs;SAS;1010;SAS;PAIE7SAS;PAIE RP  SAS;1010
Services Communs;SCD;1010;SCD;PAIE7SCD;PAIE RP  SCD;1010
Composantes;SEG;1010;SEG;PAIE7SEG;PAIE RP  SEG;1010
Services Communs;SFC;1010;SFC;PAIE7SFC;PAIE RP  SFC;1010
Composantes;SOC;1010;SOC;PAIE7SOC;PAIE RP  SOC;1010
Services Centraux;DRH;1010;DRH;PAIE7SPA;PAIE RP  SPACS;1010
Services Centraux;SRA;1010;SRA;PAIE7SRA;PAIE RP  ALUMNI;1010
Services Centraux;SVU;1010;SVU;PAIE7SUM;PAIE RP  SUMPS;1010
Services Centraux;SVU;1010;SVU;PAIE7SVU;PAIE RP  SVU;1010
Composantes;THC;1010;THC;PAIE7THC;PAIE RP  THC;1010
Composantes;THP;1010;THP;PAIE7THP;PAIE RP  THP;1010
Composantes;VIE;1010;VIE;PAIE7VIE;PAIE RP  VIE;1010
Paie Niv Central;PAIE;1010;PAIE;PAIEAUT;OP REGU ET PAF;1010
Composantes;PHA;1010;CPE;PHA;FAC DE PHARMACIE;1010
Composantes;PHA;1010;PHA;PHA1;PHA-LOG IMMO ET SECU;1010
Composantes;PHA;1010;PHA;PHA2;PHA-PIL ET LOG COMP;1010
Composantes;PHA;1010;PHA;PHA3;PHA-FORM DN;1010
Composantes;PHA;1010;PHA;PHA5;PHA-FORM NON DIPLOM;1010
Composantes;PHI;1010;CPE;PHI;UFR PHYSIQUE INGEN.;1010
Composantes;PHI;1010;PHI;PHI1;PHI-LOG IMMO ET SECU;1010
Composantes;PHI;1010;PHI;PHI2;PHI-COM PIL ET LOG;1010
Composantes;PHI;1010;PHI;PHI3;PHI-FORM DN;1010
Composantes;PHI;1010;PHI3;PHI3CIT;PHI-CIT;1010
Composantes;PHI;1010;PHI3;PHI3LC;PHI-COMMUN LICENCE;1010
Composantes;PHI;1010;PHI3;PHI3LC1;PHI-LIC PHYS ESA;1010
Composantes;PHI;1010;PHI3;PHI3LC2;PHI-LIC PHYS ING;1010
Composantes;PHI;1010;PHI3;PHI3LP1;PHI-LIC PRO MOV;1010
Composantes;PHI;1010;PHI3;PHI3LP2;PHI-LIC PRO PIP;1010
Composantes;PHI;1010;PHI3;PHI3LP3;PHI-LIC PRO QMEE;1010
Composantes;PHI;1010;PHI3;PHI3LP4;PHI-LIC PRO TNRP;1010
Composantes;PHI;1010;PHI3;PHI3LP5;PHI-LIC PRO IEII;1010
Composantes;PHI;1010;PHI3;PHI3MIGE;PHI-MIGE;1010
Composantes;PHI;1010;PHI3;PHI3MR;PHI-COMMUN MASTER;1010
Composantes;PHI;1010;PHI3;PHI3MR1;PHI-MR PHYSIQUE;1010
Composantes;PHI;1010;PHI3;PHI3MR2;PHI-MR MATERIAUX;1010
Composantes;PHI;1010;PHI3;PHI3MR3;PHI-MR PREPA ENS;1010
Composantes;PHI;1010;PHI3;PHI3MR4;PHI-MR SPI;1010
Composantes;PHI;1010;PHI3;PHI3PLF;PHI-PLAT PROJ;1010
Composantes;PHI;1010;PHI3;PHI3SAB;PHI-SB TP LABO;1010
Composantes;PLI;1010;CPE;PLI;FAC DE PHILOSOPHIE;1010
Composantes;PLI;1010;PLI;PLI2;PLI-PIL ET LOG COMP;1010
Composantes;PLI;1010;PLI;PLI3;PLI-FORM DN;1010
Composantes;PLI;1010;PLI;PLI5;PLI-FORM NON DIPLOM;1010
Services Centraux;PRE;1010;SCX;PRE;PRESIDENCE;1010
Services Centraux;PRE;1010;PRE;PRECOT;PRE-COTIS ET SUBV;1010
Services Centraux;PRE;1010;PRE;PREFCT;PRE-FONCT PRES;1010
Services Centraux;PRE;1010;PRE;PREPIA;PRE-INV D'AVENIR;1010
Services Centraux;PRE;1010;PRE;PREPIAEASE;PRE-PIA EASE;1010
Services Centraux;PRE;1010;PRE;PREPIAECO;PRE-INV AVENIR ECO;1010
Services Centraux;PRE;1010;PRE;PREPIAFOR;PRE-INV AVENIR FORM;1010
Services Centraux;PRE;1010;PRE;PREPIAMEO;PRE-INV AVENIR MEO;1010
Services Centraux;PRE;1010;PRE;PREPIAMSA;PRE-PIA MSA;1010
Services Centraux;PRE;1010;PRE;PREPIAPIL;PRE-INV AVENIR PILOT;1010
Services Centraux;PRE;1010;PRE;PREPIARCH;PRE-INV AVENIR RCH;1010
Services Centraux;PRE;1010;PRE;PREPIASOC;PRE-INV AVENIR SOC;1010
Services Centraux;PRE;1010;PRE;PREPRO;PRE-PROJETS INNOV;1010
Services Centraux;PSE;1010;SCX;PSE;SPSE;1010
Composantes;PSY;1010;CPE;PSY;FAC DE PSYCHOLOGIE;1010
Composantes;PSY;1010;PSY;PSY1;PSY-LOG IMMO ET SECU;1010
Composantes;PSY;1010;PSY;PSY2;PSY-PIL ET LOG COMP;1010
Composantes;PSY;1010;PSY;PSY3;PSY-FORM DN;1010
PUS;PUS;1010;1030;PUS;PRESSES UNIV STRAS;1030
PUS;PUS;1010;PUS;PUSACT;PUS-ACTIVITES PUS;1030
PUS;PUS;1010;PUS;PUSAMOR;PUS-AMORTISSEMENTS;1030
Recherche;AARN;1010;RCH;AARN;UPR 9002;1010
Recherche;ED;1010;RCH;ED;ED;1010
Recherche;ED;1010;ED;R10ED101;ED 101  DSPH;1010
Recherche;ED;1010;ED;R10ED520;ED 520 HUMANITES;1010
Recherche;MISH;1010;RCH;MISH;USR 3227;1010
Recherche;MISH;1010;MISH;R10MISH;USR 3227;1010
Recherche;CDPF;1010;RCH;CDPF;EA 1351;1010
Recherche;CDPF;1010;CDPF;R11CDPF;EA 1351;1010
Recherche;CEIE;1010;RCH;CEIE;EA 7307;1010
Recherche;CEIE;1010;CEIE;R11CEIE;EA 7307;1010
Recherche;DRES;1010;RCH;DRES;UMR 7354;1010
Recherche;DRES;1010;DRES;R11DRES;UMR 7354;1010
Recherche;DRES;1010;R11DRES;R11DRESE01;UMR 7354 EQ 01;1010
Recherche;DRES;1010;R11DRES;R11DRESE02;UMR 7354 EQ 02;1010
Recherche;DRES;1010;R11DRES;R11DRESE03;UMR 7354 EQ 03;1010
Recherche;DRES;1010;R11DRES;R11DRESE04;UMR 7354 EQ 04;1010
Recherche;DRES;1010;R11DRES;R11DRESE05;UMR 7354 EQ 05;1010
Recherche;EUMU;1010;RCH;EUMU;FR 3241;1010
Recherche;EUMU;1010;EUMU;R11EUMU;FR 3241;1010
Recherche;IRMC;1010;RCH;IRMC;EA 3399;1010
Recherche;IRMC;1010;IRMC;R11IRCM;EA 3399;1010
Recherche;LRCE;1010;LRCE;R11LRCE;EA 4375;1010
Recherche;SAGE;1010;RCH;SAGE;UMR 7363;1010
Recherche;SAGE;1010;SAGE;R11SAGE;UMR 7363;1010
Recherche;DYNA;1010;RCH;DYNA;UMR 7367;1010
Recherche;DYNA;1010;DYNA;R12DYNA;UMR 7367;1010
Recherche;DYNA;1010;R12DYNA;R12DYNAE01;UMR 7367 EQ 01;1010
Recherche;DYNA;1010;R12DYNA;R12DYNAE02;UMR 7367 EQ 02;1010
Recherche;DYNA;1010;R12DYNA;R12DYNAE03;UMR 7367 EQ 03;1010
Recherche;ED;1010;ED;R12ED519;ED 519 SHS-PE;1010
Recherche;BETA;1010;BETA;R13BETA;UMR 7522;1010
Recherche;BETA;1010;R13BETA;R13BETAE01;UMR 7522 EQ 01;1010
Recherche;BETA;1010;R13BETA;R13BETAE02;UMR 7522 EQ 02;1010
Recherche;BETA;1010;R13BETA;R13BETAE03;UMR 7522 EQ 03;1010
Recherche;BETA;1010;R13BETA;R13BETAE04;UMR 7522 EQ 04;1010
Recherche;BETA;1010;R13BETA;R13BETAE05;UMR 7522 EQ 05;1010
Recherche;ED;1010;ED;R13ED221;ED 221 COURNOT;1010
Recherche;HUMA;1010;RCH;HUMA;EA 7308;1010
Recherche;HUMA;1010;HUMA;R13HUMA;EA 7308;1010
Recherche;IRIS;1010;RCH;IRIS;EA 3424;1010
Recherche;IRIS;1010;IRIS;R13IRIS;EA 3424;1010
Recherche;IRIS;1010;R13IRIS;R13IRISE02;EA 3424 EQ 02;1010
Recherche;LARG;1010;RCH;LARG;EA 2364;1010
Recherche;LARG;1010;LARG;R13LARG;EA 2364;1010
Recherche;AHME;1010;RCH;AHME;UMR 7044;1010
Recherche;AHME;1010;AHME;R14AHME;UMR 7044;1010
Recherche;ARCH;1010;RCH;ARCH;EA 3400;1010
Recherche;ARCH;1010;ARCH;R14ARCH;EA 3400;1010
Recherche;LIVE;1010;RCH;LIVE;UMR 7362;1010
Recherche;LIVE;1010;LIVE;R14LIVE;UMR 7362;1010
Recherche;LISE;1010;RCH;LISE;EA 2310;1010
Recherche;LISE;1010;LISE;R15LISE;EA 2310;1010
Recherche;LNCA;1010;RCH;LNCA;UMR 7364;1010
Recherche;LNCA;1010;LNCA;R15LNCA;UMR 7364;1010
Recherche;LPCO;1010;RCH;LPCO;EA 4440;1010
Recherche;LPCO;1010;LPCO;R15LPCO;EA 4440;1010
Recherche;SULI;1010;RCH;SULI;EA 3071;1010
Recherche;SULI;1010;SULI;R15SULI;EA 3071;1010
Recherche;CARR;1010;RCH;CARR;EA 3094;1010
Recherche;CARR;1010;CARR;R16CARR;EA 3094;1010
Recherche;CHER;1010;RCH;CHER;EA 4376;1010
Recherche;CHER;1010;CHER;R16CHER;EA 4376;1010
Recherche;CLIT;1010;RCH;CLIT;EA 1337;1010
Recherche;CLIT;1010;CLIT;R16CLIT;EA 1337;1010
Recherche;EGER;1010;RCH;EGER;EA 1341;1010
Recherche;EGER;1010;EGER;R16EGER;EA 1341;1010
Recherche;GEOS;1010;RCH;GEOS;EA 1340;1010
Recherche;GEOS;1010;GEOS;R16GEOS;EA 1340;1010
Recherche;LILP;1010;RCH;LILP;EA 1339;1010
Recherche;LILP;1010;LILP;R16LILP;EA 1339;1010
Recherche;SEAR;1010;RCH;SEAR;EA 2325;1010
Recherche;SEAR;1010;SEAR;R16SEAR;EA 2325;1010
Recherche;ED;1010;ED;R17ED270;ED 270 THEOLOGIE;1010
Recherche;PHAC;1010;RCH;PHAC;EA 2326;1010
Recherche;PHAC;1010;PHAC;R17PHAC;EA 2326;1010
Recherche;TCSR;1010;RCH;TCSR;EA 4377;1010
Recherche;TCSR;1010;TCSR;R17TCSR;EA 4377;1010
Recherche;TPRO;1010;RCH;TPRO;EA 4378;1010
Recherche;TPRO;1010;TPRO;R17TPRO;EA 4378;1010
Recherche;ACCR;1010;RCH;ACCR;EA 3402;1010
Recherche;ACCR;1010;ACCR;R18ACCR;EA 3402;1010
Recherche;JC;1010;RCH;JC;BOURSES JC;1010
Recherche;JC;1010;JC;R1JCSHS;JC SHS;1010
Recherche;ED;1010;ED;R20ED269;ED 269 MATHEMATI;1010
Recherche;IRMA;1010;RCH;IRMA;UMR 7501;1010
Recherche;IRMA;1010;IRMA;R21IRMA;UMR 7501;1010
Recherche;IRMA;1010;R21IRMA;R21IRMABIB;UMR 7501 BIBLIO;1010
Recherche;ICUB;1010;RCH;ICUB;UMR 7357;1010
Recherche;ICUB;1010;ICUB;R22ICUB;UMR 7357;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE01;UMR 7357 EQ 01;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE02;UMR 7357 EQ 02;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE03;UMR 7357 EQ 03;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE04;UMR 7357 EQ 04;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE05;UMR 7357 EQ 05;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE06;UMR 7357 EQ 06;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE07;UMR 7357 EQ 07;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE08;UMR 7357 EQ 08;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE09;UMR 7357 EQ 09;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE10;UMR 7357 EQ 10;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE11;UMR 7357 EQ 11;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE12;UMR 7357 EQ 12;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE13;UMR 7357 EQ 13;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE14;UMR 7357 EQ 14;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE15;UMR 7357 EQ 15;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE16;UMR 7357 EQ 16;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE17;UMR 7357 EQ 17;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE18;UMR 7357 EQ 18;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE19;UMR 7357 EQ 19;1010
Recherche;ICUB;1010;R22ICUB;R22ICUBE20;UMR 7357 EQ 20;1010
Recherche;JC;1010;JC;R2JCMISI;JC M-STIC-I-S;1010
Recherche;ED;1010;ED;R31ED413;ED 413 STUE;1010
Recherche;EOST;1010;RCH;EOST;UMS 830;1010
Recherche;EOST;1010;EOST;R31EOST;UMS 830;1010
Recherche;EOST;1010;R31EOST;R31EOSTE01;UMS 830 EQ 01;1010
Recherche;EOST;1010;R31EOST;R31EOSTE02;UMS 830 EQ 02;1010
Recherche;EOST;1010;R31EOST;R31EOSTE03;UMS 830 EQ 03;1010
Recherche;EOST;1010;R31EOST;R31EOSTE04;UMS 830 EQ 04;1010
Recherche;EOST;1010;R31EOST;R31EOSTE05;UMS 830 EQ 05;1010
Recherche;EOST;1010;R31EOST;R31EOSTE06;UMS 830 EQ 06;1010
Recherche;EOST;1010;R31EOST;R31EOSTE07;UMS 830 EQ 07;1010
Recherche;EOST;1010;R31EOST;R31EOSTE08;UMS 830 EQ 08;1010
Recherche;EOST;1010;R31EOST;R31EOSTE09;UMS 830 EQ 09;1010
Recherche;EOST;1010;R31EOST;R31EOSTE10;UMS 830 EQ 10;1010
Recherche;EOST;1010;R31EOST;R31EOSTE11;UMS 830 EQ 11;1010
Recherche;EOST;1010;R31EOST;R31EOSTE12;UMS 830 EQ 12;1010
Recherche;IPGS;1010;RCH;IPGS;UMR 7516;1010
Recherche;IPGS;1010;IPGS;R31IPGS;UMR 7516;1010
Recherche;IPGS;1010;R31IPGS;R31IPGSE01;UMR 7516 EQ 01;1010
Recherche;IPGS;1010;R31IPGS;R31IPGSE02;UMR 7516 EQ 02;1010
Recherche;IPGS;1010;R31IPGS;R31IPGSE03;UMR 7516 EQ 03;1010
Recherche;IPGS;1010;R31IPGS;R31IPGSE04;UMR 7516 EQ 04;1010
Recherche;LHYG;1010;RCH;LHYG;UMR 7517;1010
Recherche;LHYG;1010;LHYG;R31LHYG;UMR 7517;1010
Recherche;OBAS;1010;RCH;OBAS;UMR 7550;1010
Recherche;OBAS;1010;OBAS;R31OBAS;UMR 7550;1010
Recherche;PEOT;1010;RCH;PEOT;PLATEFORME EOT;1010
Recherche;PEOT;1010;PEOT;R31PEOT;PLATEFORME EOT;1010
Recherche;CHIM;1010;RCH;CHIM;UMR 7177;1010
Recherche;CHIM;1010;CHIM;R32CHIM;UMR 7177;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME01;UMR 7177 EQ 01;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME02;UMR 7177 EQ 02;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME03;UMR 7177 EQ 03;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME04;UMR 7177 EQ 04;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME05;UMR 7177 EQ 05;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME06;UMR 7177 EQ 06;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME07;UMR 7177 EQ 07;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME08;UMR 7177 EQ 08;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME10;UMR 7177 EQ 10;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME11;UMR 7177 EQ 11;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME12;UMR 7177 EQ 12;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME13;UMR 7177 EQ 13;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME14;UMR 7177 EQ 14;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME15;UMR 7177 EQ 15;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME16;UMR 7177 EQ 16;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME18;UMR 7177 EQ 18;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME19;UMR 7177 EQ 19;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME20;UMR 7177 EQ 20;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME21;UMR 7177 EQ 21;1010
Recherche;CHIM;1010;R32CHIM;R32CHIME22;UMR 7177 EQ 22;1010
Recherche;CHSC;1010;RCH;CHSC;PLATEFORME CHM;1010
Recherche;CHSC;1010;CHSC;R32CHSC;PLATEFORME CHM;1010
Recherche;CHSC;1010;R32CHSC;R32CHSCE01;PLF CHIMIE EQ1 AMS;1010
Recherche;CHSC;1010;R32CHSC;R32CHSCE02;PLF CHIMIE EQ2 RMN;1010
Recherche;CHSC;1010;R32CHSC;R32CHSCE03;PLF CHIMIE EQ3 RPE;1010
Recherche;CHSC;1010;R32CHSC;R32CHSCE04;PLF CHIMIE EQ4 RX;1010
Recherche;CHSC;1010;R32CHSC;R32CHSCE05;PLF CHIMIE EQ5 SM;1010
Recherche;CHSC;1010;R32CHSC;R32CHSCE06;PLF CHIMIE EQ6 ACM;1010
Recherche;CMCX;1010;RCH;CMCX;UMR 7140;1010
Recherche;CMCX;1010;CMCX;R32CMCX;UMR 7140;1010
Recherche;CMCX;1010;R32CMCX;R32CMCXE01;UMR 7140 EQ 01;1010
Recherche;CMCX;1010;R32CMCX;R32CMCXE02;UMR 7140 EQ 02;1010
Recherche;CMCX;1010;R32CMCX;R32CMCXE03;UMR 7140 EQ 03;1010
Recherche;CMCX;1010;R32CMCX;R32CMCXE04;UMR 7140 EQ 04;1010
Recherche;CMCX;1010;R32CMCX;R32CMCXE05;UMR 7140 EQ 05;1010
Recherche;ED;1010;ED;R32ED182;ED 182 PHYSIQUE;1010
Recherche;ED;1010;ED;R32ED222;ED 222 SCIENCES;1010
Recherche;FCPM;1010;RCH;FCPM;ECPM FED RECHERC;1010
Recherche;FCPM;1010;FCPM;R32FCPM;ECPM FED RECHERC;1010
Recherche;ICPE;1010;RCH;ICPE;UMR 7515;1010
Recherche;ICPE;1010;ICPE;R32ICPE;UMR 7515;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE01;UMR 7515 EQ 01;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE02;UMR 7515 EQ 02;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE03;UMR 7515 EQ 03;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE04;UMR 7515 EQ 04;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE05;UMR 7515 EQ 05;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE06;UMR 7515 EQ 06;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE07;UMR 7515 EQ 07;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE08;UMR 7515 EQ 08;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE09;UMR 7515 EQ 09;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE10;UMR 7515 EQ 10;1010
Recherche;ICPE;1010;R32ICPE;R32ICPEE11;UMR 7515 EQ 11;1010
Recherche;INCS;1010;RCH;INCS;UPR 22;1010
Recherche;INCS;1010;INCS;R32INCS;UPR 22;1010
Recherche;IPCM;1010;RCH;IPCM;UMR 7504;1010
Recherche;IPCM;1010;IPCM;R32IPCM;UMR 7504;1010
Recherche;IPHC;1010;RCH;IPHC;UMR 7178;1010
Recherche;IPHC;1010;IPHC;R32IPHC;UMR 7178;1010
Recherche;ISIS;1010;RCH;ISIS;UMR 7006;1010
Recherche;ISIS;1010;ISIS;R32ISIS;UMR 7006;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE01;UMR 7006 EQ 01;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE02;UMR 7006 EQ 02;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE03;UMR 7006 EQ 03;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE04;UMR 7006 EQ 04;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE05;UMR 7006 EQ 05;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE06;UMR 7006 EQ 06;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE07;UMR 7006 EQ 07;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE08;UMR 7006 EQ 08;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE09;UMR 7006 EQ 09;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE10;UMR 7006 EQ 10;1010
Recherche;ISIS;1010;R32ISIS;R32ISISE11;UMR 7006 EQ 11;1010
Recherche;LDCM;1010;RCH;LDCM;UMR 7509;1010
Recherche;LDCM;1010;LDCM;R32LDCM;UMR 7509;1010
Recherche;LDCM;1010;R32LDCM;R32LDCME01;UMR 7509 EQ 01;1010
Recherche;LDCM;1010;R32LDCM;R32LDCME02;UMR 7509 EQ 02;1010
Recherche;LDCM;1010;R32LDCM;R32LDCME03;UMR 7509 EQ 03;1010
Recherche;LDCM;1010;R32LDCM;R32LDCME04;UMR 7509 EQ 04;1010
Recherche;LDCM;1010;R32LDCM;R32LDCME05;UMR 7509 EQ 05;1010
Recherche;LDCM;1010;R32LDCM;R32LDCME06;UMR 7509 EQ 06;1010
Recherche;LDCM;1010;R32LDCM;R32LDCME07;UMR 7509 EQ 07;1010
Recherche;PRMN;1010;RCH;PRMN;UMR 7509 SERVICE;1010
Recherche;PRMN;1010;PRMN;R32PRMN;UMR 7509 SERVICE;1010
Recherche;JC;1010;JC;R3JCSMTU;JC SMTU;1010
Recherche;ED;1010;ED;R40ED414;ED 414 SVS;1010
